Amostra,Potencia_Media_do_Vento_(MW),,,,Potencia_Media_Consumida_(MW),,,,Desvio_Padrao_Vento_(MW),,,FCSPV_(Fracao_de_Carga_Suprida_pela_Potencia_do_Vento),,,,,
1,2037.36375,,,,55223.90458,,,,1197.57172,,,0.036892787,,,,,
2,3437.089167,,,,62364.55208,,,,696.9429838,,,0.055112865,,,,,
3,5629.447083,,,,63140.03458,,,,1154.329296,,,0.089158125,,,,,
4,6290.325833,,,,61597.35625,,,,2627.317718,,,0.102120062,,,,,
5,6303.080833,,,,57271.94708,,,,1141.237252,,,0.110055292,,,,,
6,4945.155417,,,,55254.26875,,,,2257.453982,,,0.089498161,,,,,
7,6170.327083,,,,60891.5325,,,,2331.174173,,,0.101333089,,,,,
8,6271.562917,,,,60046.51083,,,,2098.23417,,,0.104445085,,,,,
9,6553.95125,,,,58074.82625,,,,1811.930226,,,0.112853566,,,,,
10,7522.705833,,,,59098.52167,,,,533.8395752,,,0.127290931,,,,,
11,6094.420833,,,,55964.42917,,,,777.0685575,,,0.108898115,,,,,
12,6681.410833,,,,52289.15958,,,,1792.937011,,,0.127778126,,,,,
13,3563.774583,,,,55362.17042,,,,508.7010262,,,0.064372017,,,,,
14,1860.252917,,,,63503.69042,,,,1058.339907,,,0.029293619,,,,,
15,5244.78125,,,,63741.40917,,,,1720.057045,,,0.082282167,,,,,
16,6752.261667,,,,61832.01958,,,,1021.250798,,,0.109203318,,,,,
17,2166.33625,,,,61468.1425,,,,726.2444667,,,0.035243236,,,,,
18,7360.483333,,,,60820.2025,,,,1089.967765,,,0.121020369,,,,,
19,8188.59,,,,53956.95875,,,,1284.693359,,,0.151761519,,,,,
20,5099.464583,,,,56334.45917,,,,1480.689133,,,0.090521231,,,,,
21,6824.790417,,,,65507.83125,,,,937.3119964,,,0.104182817,,,,,
22,1553.05,,,,68250.29625,,,,846.3505941,,,0.022755213,,,,,
23,5053.862083,,,,66213.84292,,,,1948.705968,,,0.076326367,,,,,
24,4323.9275,,,,66723.605,,,,1595.540191,,,0.064803565,,,,,
25,5612.992917,,,,63480.1425,,,,1151.968475,,,0.08842124,,,,,
26,3805.562083,,,,58091.92417,,,,1752.632975,,,0.065509314,,,,,
27,4382.047917,,,,56303.1125,,,,2232.909291,,,0.077829586,,,,,
28,1830.074167,,,,57594.99417,,,,1055.739898,,,0.031774882,,,,,
29,4401.797917,,,,56456.77167,,,,1367.277242,,,0.077967581,,,,,
30,7536.315,,,,59110.20417,,,,343.8182317,,,0.127496007,,,,,
31,7991.991667,,,,65197.05708,,,,493.6168155,,,0.122582092,,,,,
32,3754.6525,,,,66678.87125,,,,1224.892643,,,0.056309479,,,,,
33,3011.599583,,,,59611.75,,,,1400.660137,,,0.050520234,,,,,
34,3885.15125,,,,57542.64208,,,,1505.96037,,,0.067517777,,,,,
35,2914.530833,,,,62117.36375,,,,1200.894335,,,0.046919744,,,,,
36,4651.190833,,,,61415.21625,,,,1648.426706,,,0.075733525,,,,,
37,3936.305833,,,,60743.53083,,,,1591.267318,,,0.064802058,,,,,
38,3366.700417,,,,59775.3725,,,,892.9675327,,,0.056322533,,,,,
39,3004.272083,,,,60173.56375,,,,1427.994954,,,0.049926777,,,,,
40,5954.073333,,,,55854.14833,,,,531.6448723,,,0.106600378,,,,,
41,7322.448333,,,,53421.18917,,,,895.4372674,,,0.137070111,,,,,
42,8551.557083,,,,59021.29458,,,,1518.573856,,,0.144889351,,,,,
43,4093.295,,,,59608.35458,,,,465.8542037,,,0.06866982,,,,,
44,3349.175,,,,58643.91833,,,,1418.088051,,,0.057110355,,,,,
45,6379.992083,,,,58416.5025,,,,1340.413887,,,0.109215578,,,,,
46,3623.50625,,,,59670.78208,,,,772.7874037,,,0.060724967,,,,,
47,1483.1325,,,,57274.70583,,,,641.4218361,,,0.02589507,,,,,
48,6161.65625,,,,55210.77875,,,,1509.053872,,,0.111602415,,,,,
49,8379.7925,,,,58920.41083,,,,1057.634386,,,0.142222235,,,,,
50,8762.67625,,,,62996.59917,,,,983.4631191,,,0.139097608,,,,,
51,3259.214583,,,,64401.60458,,,,1116.895768,,,0.050607661,,,,,
52,5429.209167,,,,64086.56208,,,,1383.990391,,,0.084716811,,,,,
53,3396.486667,,,,60747.00208,,,,1329.723256,,,0.055912005,,,,,
54,1796.11125,,,,55372.42042,,,,607.3776657,,,0.032436929,,,,,
55,1269.6075,,,,53616.79375,,,,529.8021681,,,0.023679288,,,,,
56,1280.302917,,,,58674.63708,,,,933.4829,,,0.021820381,,,,,
57,5696.40875,,,,60008.65458,,,,1094.551829,,,0.094926453,,,,,
58,7261.037083,,,,60046.22042,,,,389.1081821,,,0.120924132,,,,,
59,4419.128333,,,,60183.77917,,,,1457.440104,,,0.073427232,,,,,
60,2914.150417,,,,59483.26,,,,342.6963763,,,0.048991101,,,,,
61,1618.74125,,,,56042.83083,,,,740.4129261,,,0.028884002,,,,,
62,4469.311667,,,,54263.17292,,,,1853.093337,,,0.082363626,,,,,
63,4832.390417,,,,59654.64125,,,,1903.947966,,,0.08100611,,,,,
64,5570.38625,,,,60175.46583,,,,1825.661148,,,0.092569059,,,,,
65,2550.784583,,,,60478.86792,,,,1598.846762,,,0.04217646,,,,,
66,3723.097917,,,,59711.47708,,,,1255.326232,,,0.062351462,,,,,
67,4757.665833,,,,57497.69583,,,,1620.832436,,,0.08274533,,,,,
68,6070.58125,,,,52315.13875,,,,516.8175348,,,0.116038711,,,,,
69,7499.70125,,,,50006.8575,,,,597.8367597,,,0.149973456,,,,,
70,5320.72,,,,57415.41375,,,,720.3719126,,,0.092670585,,,,,
71,7645.56,,,,58917.25667,,,,1147.803693,,,0.129767753,,,,,
72,3713.472083,,,,59812.22417,,,,1398.603,,,0.062085504,,,,,
73,2955.452083,,,,58858.31792,,,,1979.782519,,,0.050212989,,,,,
74,2817.807917,,,,56605.75833,,,,904.0263905,,,0.049779528,,,,,
75,3368.885833,,,,52269.45292,,,,1099.857369,,,0.064452288,,,,,
76,5385.482917,,,,53151.59958,,,,1813.883246,,,0.101323064,,,,,
77,7380.5325,,,,59353.36458,,,,655.2638853,,,0.124349016,,,,,
78,6504.679583,,,,60167.46542,,,,1357.781555,,,0.108109583,,,,,
79,6723.7425,,,,61063.54917,,,,1402.115811,,,0.110110575,,,,,
80,1697.542917,,,,61137.43583,,,,832.0080466,,,0.027766014,,,,,
81,734.85125,,,,58529.5325,,,,426.0256765,,,0.012555222,,,,,
82,1311.462917,,,,52370.89583,,,,1074.334031,,,0.025041827,,,,,
83,5607.619583,,,,53129.11167,,,,1299.921604,,,0.105547023,,,,,
84,6760.278333,,,,59142.77458,,,,949.3806368,,,0.114304383,,,,,
85,1749.8725,,,,58116.13292,,,,1239.608744,,,0.030109927,,,,,
86,1709.506667,,,,56959.12583,,,,453.7576729,,,0.030012867,,,,,
87,1847.919167,,,,55187.47583,,,,983.0640804,,,0.033484394,,,,,
88,3183.114167,,,,50871.56417,,,,1333.855231,,,0.06257158,,,,,
89,4373.22875,,,,47925.19542,,,,1224.588968,,,0.091251141,,,,,
90,6372.932083,,,,45427.95708,,,,1411.929972,,,0.140286566,,,,,
91,4360.620417,,,,54432.80833,,,,1590.035013,,,0.08011015,,,,,
92,1797.417917,,,,56083.53167,,,,573.9303967,,,0.032048943,,,,,
93,4917.86375,,,,55694.90333,,,,1466.040165,,,0.088300068,,,,,
94,5183.489167,,,,54173.63958,,,,1575.297407,,,0.095682867,,,,,
95,5276.521667,,,,53060.84292,,,,1601.289118,,,0.099442854,,,,,
96,6375.334167,,,,48498.19708,,,,677.0354698,,,0.131455076,,,,,
97,2766.685417,,,,45932.08542,,,,890.7693734,,,0.060234265,,,,,
98,3600.27875,,,,52735.57583,,,,1287.770935,,,0.068270398,,,,,
99,6191.091667,,,,53894.75333,,,,320.5623811,,,0.114873736,,,,,
100,4220.705833,,,,54752.06875,,,,895.0358148,,,0.077087605,,,,,
101,3471.275417,,,,54989.67,,,,418.3121642,,,0.063125955,,,,,
102,4101.630417,,,,54893.05333,,,,807.7413189,,,0.074720391,,,,,
103,3179.366667,,,,49781.25042,,,,723.0790384,,,0.06386675,,,,,
104,7307.861667,,,,47933.90292,,,,812.8651914,,,0.152457055,,,,,
105,6504.5475,,,,52813.12542,,,,1475.001543,,,0.123161571,,,,,
106,2394.357917,,,,53050.13917,,,,715.3040751,,,0.045133867,,,,,
107,4978.0675,,,,54133.90708,,,,1018.746726,,,0.0919584,,,,,
108,6765.174583,,,,54780.7525,,,,984.2381689,,,0.123495466,,,,,
109,8185.131667,,,,54800.46667,,,,991.2933164,,,0.149362445,,,,,
110,2735.094167,,,,49867.37,,,,1227.392986,,,0.054847371,,,,,
111,6191.527083,,,,47925.22292,,,,872.361446,,,0.129191409,,,,,
112,4711.565833,,,,52931.24208,,,,1501.120078,,,0.089012947,,,,,
113,5709.58125,,,,53251.92667,,,,1389.779936,,,0.107218304,,,,,
114,4839.659167,,,,53921.81625,,,,1794.919992,,,0.089753267,,,,,
115,4338.162083,,,,53266.67833,,,,1340.459603,,,0.081442324,,,,,
116,5822.569167,,,,51405.76917,,,,1511.313169,,,0.113266843,,,,,
117,2961.46625,,,,46154.69625,,,,1193.87881,,,0.06416392,,,,,
118,5274.264583,,,,45023.38292,,,,445.4803576,,,0.117145009,,,,,
119,3372.049583,,,,51763.575,,,,1454.070646,,,0.06514329,,,,,
120,6763.905833,,,,53348.62667,,,,1424.852184,,,0.126786878,,,,,
121,7063.315417,,,,54425.37292,,,,392.7470024,,,0.129779826,,,,,
122,6883.000417,,,,53777.90958,,,,522.4017956,,,0.127989363,,,,,
123,6338.265,,,,53345.19708,,,,353.8903443,,,0.118816039,,,,,
124,5212.24875,,,,47658.03083,,,,1078.22597,,,0.10936769,,,,,
125,1879.717083,,,,45543.92292,,,,634.5539927,,,0.041272621,,,,,
126,882.46375,,,,51883.37542,,,,687.2565446,,,0.017008603,,,,,
127,739.3416667,,,,52770.44583,,,,358.1644871,,,0.014010525,,,,,
128,1560.02625,,,,53449.38375,,,,504.1392381,,,0.029186983,,,,,
129,3810.799167,,,,53360.64708,,,,1814.36092,,,0.07141591,,,,,
130,3935.108333,,,,51369.91167,,,,1520.62495,,,0.07660337,,,,,
131,6659.21125,,,,46113.36083,,,,1271.591193,,,0.144409584,,,,,
132,2718.204583,,,,44525.30583,,,,884.1829153,,,0.061048533,,,,,
133,5093.76,,,,51877.68708,,,,1766.35135,,,0.098187878,,,,,
134,6052.325,,,,54554.46625,,,,1328.740327,,,0.110940963,,,,,
135,3202.590417,,,,56460.14333,,,,1934.417446,,,0.05672303,,,,,
136,1947.89375,,,,56144.09458,,,,852.2376246,,,0.034694544,,,,,
137,3199.331667,,,,53756.73958,,,,800.5747079,,,0.059514987,,,,,
138,3944.5825,,,,50137.7975,,,,1534.630524,,,0.078674826,,,,,
139,4918.0575,,,,52197.51875,,,,874.3888619,,,0.09422014,,,,,
140,6206.509167,,,,60536.50125,,,,1322.326611,,,0.102525072,,,,,
141,4023.418333,,,,59234.35792,,,,1002.085815,,,0.067923727,,,,,
142,4037.974167,,,,56194.32,,,,1281.284758,,,0.071857337,,,,,
143,4618.36375,,,,52495.06708,,,,1182.924638,,,0.0879771,,,,,
144,5406.745417,,,,50687.30542,,,,765.1574274,,,0.10666863,,,,,
145,5882.11375,,,,44972.61083,,,,543.9088749,,,0.130793246,,,,,
146,5523.659167,,,,43758.33167,,,,673.8931091,,,0.126231027,,,,,
147,3528.685,,,,45490.19167,,,,933.8068107,,,0.077570238,,,,,
148,1501.149167,,,,54710.02458,,,,688.663655,,,0.027438284,,,,,
149,4247.404167,,,,59171.07792,,,,1229.272136,,,0.071781761,,,,,
150,7026.63,,,,61368.92875,,,,544.4314271,,,0.114498169,,,,,
151,6944.18875,,,,58195.39333,,,,824.4076607,,,0.119325403,,,,,
152,4922.12,,,,51198.95708,,,,1250.014859,,,0.096137115,,,,,
153,2394.774167,,,,46181.37917,,,,1740.380668,,,0.051855839,,,,,
154,2906.064167,,,,52099.81917,,,,1411.928081,,,0.055778776,,,,,
155,4117.355833,,,,53032.305,,,,1057.210364,,,0.077638636,,,,,
156,1659.38375,,,,54207.28458,,,,299.9672314,,,0.030611822,,,,,
157,1343.508333,,,,54449.95,,,,265.7238876,,,0.024674189,,,,,
158,726.1870833,,,,52732.69625,,,,352.4297139,,,0.013771097,,,,,
159,4074.478333,,,,48663.46292,,,,1345.311755,,,0.083727669,,,,,
160,3917.299583,,,,48068.19875,,,,1003.760698,,,0.08149462,,,,,
161,862.8541667,,,,56098.34417,,,,487.1944346,,,0.015381099,,,,,
162,2170.704583,,,,60460.37583,,,,946.7765518,,,0.035902929,,,,,
163,4450.744583,,,,63420.19,,,,1634.560916,,,0.07017867,,,,,
164,2684.34875,,,,59883.25125,,,,1684.748434,,,0.04482637,,,,,
165,4985.324583,,,,56840.34417,,,,1317.437667,,,0.087707502,,,,,
166,2674.3225,,,,53002.81708,,,,682.2654847,,,0.050456233,,,,,
167,1976.567917,,,,53097.21958,,,,508.4515082,,,0.03722545,,,,,
168,2303.824583,,,,61549.86875,,,,964.7793692,,,0.037430211,,,,,
169,1312.08375,,,,58997.63625,,,,463.2011154,,,0.022239599,,,,,
170,3143.626667,,,,59524.59875,,,,1004.215486,,,0.052812228,,,,,
171,6271.075833,,,,63545.3525,,,,695.8805061,,,0.098686617,,,,,
172,5539.557083,,,,64039.35167,,,,1164.656706,,,0.086502392,,,,,
173,3511.219167,,,,59489.9025,,,,951.5343864,,,0.059022103,,,,,
174,3900.465417,,,,58894.86333,,,,1267.314578,,,0.066227599,,,,,
175,2865.3675,,,,66618.28375,,,,620.3039263,,,0.043011728,,,,,
176,2749.8425,,,,67994.9225,,,,462.4615875,,,0.04044188,,,,,
177,2649.492083,,,,68076.03667,,,,958.8016011,,,0.0389196,,,,,
178,3779.98125,,,,68727.97208,,,,1680.502078,,,0.054999168,,,,,
179,6792.73625,,,,63038.27458,,,,1671.124532,,,0.107755745,,,,,
180,5186.565833,,,,52992.12833,,,,1346.846894,,,0.097874269,,,,,
181,2465.771667,,,,50424.1725,,,,563.8102223,,,0.048900588,,,,,
182,2062.630417,,,,56215.23458,,,,525.2797245,,,0.036691663,,,,,
183,975.09375,,,,56200.995,,,,348.6327353,,,0.017350115,,,,,
184,890.78,,,,57850.45958,,,,864.0512125,,,0.015397976,,,,,
185,3889.922917,,,,53217.16667,,,,1333.685773,,,0.073095265,,,,,
186,5195.439583,,,,58837.31917,,,,842.3873496,,,0.088301773,,,,,
187,4688.68625,,,,58452.42958,,,,940.0886238,,,0.08021371,,,,,
188,2872.913333,,,,60560.92625,,,,1116.686039,,,0.047438398,,,,,
189,1381.020417,,,,69233.035,,,,796.9636385,,,0.01994742,,,,,
190,2656.096667,,,,71310.55542,,,,448.4549132,,,0.037246894,,,,,
191,2478.49125,,,,68104.075,,,,1529.766192,,,0.036392701,,,,,
192,2937.323333,,,,63439.60833,,,,1436.323943,,,0.046301095,,,,,
193,5964.637917,,,,63155.92458,,,,328.8904165,,,0.094443046,,,,,
194,4495.145,,,,59041.51958,,,,1233.787189,,,0.07613532,,,,,
195,2808.685417,,,,62286.19292,,,,1299.94146,,,0.045093227,,,,,
196,1568.804167,,,,73769.34458,,,,764.3848423,,,0.021266343,,,,,
197,2128.992917,,,,77322.50542,,,,1048.564779,,,0.027533936,,,,,
198,1807.4575,,,,79273.29792,,,,866.8800258,,,0.022800332,,,,,
199,4855.110833,,,,80444.88,,,,1469.00767,,,0.060353261,,,,,
200,3958.895833,,,,77996.57625,,,,1700.385228,,,0.050757303,,,,,
201,829.3583333,,,,64064.07083,,,,530.0904833,,,0.012945764,,,,,
202,1254.122917,,,,58065.9,,,,752.0869591,,,0.021598269,,,,,
203,2977.355,,,,67609.48542,,,,637.5380026,,,0.044037534,,,,,
204,2043.421667,,,,64995.35333,,,,827.8299387,,,0.031439504,,,,,
205,644.48875,,,,58832.96708,,,,294.2811893,,,0.010954551,,,,,
206,2715.805833,,,,59986.145,,,,705.6789076,,,0.045273885,,,,,
207,4545.1675,,,,58041.36167,,,,1544.183761,,,0.078309112,,,,,
208,2650.784583,,,,50509.30667,,,,753.2336551,,,0.052481112,,,,,
209,1762.939167,,,,47401.34375,,,,792.1910151,,,0.037191755,,,,,
210,1647.342917,,,,55576.51375,,,,329.5295849,,,0.029640991,,,,,
211,577.0704167,,,,57492.37417,,,,502.4322324,,,0.010037338,,,,,
212,870.7954167,,,,59484.53917,,,,416.7549745,,,0.014639021,,,,,
213,1257.303333,,,,60882.07667,,,,549.1709072,,,0.020651453,,,,,
214,1413.235417,,,,59191.61375,,,,241.8379519,,,0.023875602,,,,,
215,999.01875,,,,54542.05542,,,,474.8568728,,,0.018316485,,,,,
216,1346.760417,,,,50968.3975,,,,673.7250393,,,0.02642344,,,,,
217,1508.313333,,,,58106.81083,,,,976.0316067,,,0.0259576,,,,,
218,1626.74125,,,,62800.37583,,,,592.6631182,,,0.025903368,,,,,
219,1496.757083,,,,64232.17,,,,600.5499383,,,0.023302297,,,,,
220,911.76875,,,,62154.9425,,,,635.3927521,,,0.014669288,,,,,
221,1366.255417,,,,61064.02833,,,,421.7092904,,,0.022374145,,,,,
222,420.2233333,,,,55769.28458,,,,295.1474115,,,0.007535032,,,,,
223,1110.064167,,,,54530.195,,,,651.6156244,,,0.020356871,,,,,
224,1148.793333,,,,61985.8625,,,,465.178261,,,0.018533151,,,,,
225,1520.84375,,,,58164.33708,,,,462.0622302,,,0.026147358,,,,,
226,866.6575,,,,55484.96583,,,,530.8891611,,,0.015619682,,,,,
227,1023.5475,,,,56288.79167,,,,393.8033107,,,0.01818386,,,,,
228,1102.51,,,,57175.65375,,,,315.8152147,,,0.019282858,,,,,
229,2211.989583,,,,53454.88542,,,,529.896563,,,0.041380494,,,,,
230,2763.842083,,,,53710.21958,,,,929.0286853,,,0.051458402,,,,,
231,3400.646667,,,,64024.2375,,,,822.3083531,,,0.053114989,,,,,
232,3969.000417,,,,68471.15125,,,,1035.024337,,,0.057966024,,,,,
233,3617.62875,,,,70984.39417,,,,1668.712791,,,0.050963719,,,,,
234,1560.209167,,,,67250.50875,,,,777.4272013,,,0.023199961,,,,,
235,2546.712917,,,,65131.45875,,,,1137.209038,,,0.039101119,,,,,
236,5455.142083,,,,60993.78375,,,,747.8538079,,,0.089437673,,,,,
237,6090.117917,,,,63765.45,,,,701.8784307,,,0.095508115,,,,,
238,4970.54,,,,74287.96917,,,,1469.607916,,,0.066909084,,,,,
239,3573.164583,,,,76092.13792,,,,1616.760005,,,0.046958394,,,,,
240,1228.449583,,,,74798.37708,,,,623.008283,,,0.016423479,,,,,
241,1779.709167,,,,74537.08625,,,,695.5865945,,,0.023876828,,,,,
242,2021.29875,,,,73139.37208,,,,691.0319264,,,0.027636261,,,,,
243,1172.700417,,,,63748.54,,,,358.5390955,,,0.018395722,,,,,
244,3104.2375,,,,57116.64292,,,,878.666431,,,0.054349089,,,,,
245,1506.048333,,,,53380.76333,,,,573.8409198,,,0.028213316,,,,,
246,1084.165833,,,,57540.36417,,,,524.5849131,,,0.018841831,,,,,
247,1233.030833,,,,61070.57167,,,,700.8132576,,,0.020190262,,,,,
248,1577.14375,,,,62055.785,,,,854.1790315,,,0.025414935,,,,,
249,3758.09375,,,,62981.21708,,,,767.5819162,,,0.059670072,,,,,
250,2724.234167,,,,60984.82583,,,,1303.349223,,,0.044670689,,,,,
251,2349.246667,,,,56921.10458,,,,708.1683336,,,0.04127198,,,,,
252,4015.071667,,,,68718.05167,,,,1136.410081,,,0.058428194,,,,,
253,2827.1225,,,,73828.69667,,,,848.9540416,,,0.038293003,,,,,
254,1548.36625,,,,71032.54375,,,,500.7257972,,,0.021797984,,,,,
255,3180.922083,,,,62384.96167,,,,633.4082197,,,0.050988604,,,,,
256,2030.993333,,,,53943.20917,,,,875.3345016,,,0.037650584,,,,,
257,4457.982917,,,,48088.9725,,,,726.2753286,,,0.092702811,,,,,
258,3744.78125,,,,47161.26333,,,,1064.920589,,,0.079403752,,,,,
259,2493.150833,,,,53136.00583,,,,954.0179926,,,0.046920178,,,,,
260,4273.862917,,,,53544.125,,,,506.7397114,,,0.079819456,,,,,
261,5042.364583,,,,57609.16875,,,,819.4947776,,,0.087527119,,,,,
262,4854.19,,,,62101.60292,,,,927.9243346,,,0.078165293,,,,,
263,4285.486667,,,,57889.96667,,,,1082.636792,,,0.074028142,,,,,
264,1812.627917,,,,48478.86667,,,,750.7305606,,,0.037390064,,,,,
265,5046.476667,,,,46516.445,,,,870.4426207,,,0.108488013,,,,,
266,5867.182917,,,,53156.35625,,,,511.7984849,,,0.110375942,,,,,
267,2044.465,,,,54427.77292,,,,1600.783572,,,0.0375629,,,,,
268,2966.79625,,,,55581.3975,,,,1536.8696,,,0.053377504,,,,,
269,5941.549583,,,,56504.96542,,,,436.6422011,,,0.105150929,,,,,
270,6068.54625,,,,56326.4325,,,,404.2593096,,,0.107738871,,,,,
271,5290.653333,,,,50800.46542,,,,1305.634171,,,0.104145765,,,,,
272,4621.677917,,,,47666.48625,,,,1075.337877,,,0.096958645,,,,,
273,5711.06,,,,54459.94583,,,,694.2167511,,,0.104867163,,,,,
274,4186.884583,,,,56322.51833,,,,2139.410169,,,0.074337666,,,,,
275,3723.807083,,,,57253.1025,,,,861.2483078,,,0.06504114,,,,,
276,2465.25125,,,,58561.92292,,,,496.9983514,,,0.042096487,,,,,
277,4684.727917,,,,59089.035,,,,768.4663403,,,0.079282525,,,,,
278,4124.84625,,,,52721.07292,,,,607.5095163,,,0.078239042,,,,,
279,3313.864167,,,,47562.57083,,,,1091.672838,,,0.069673781,,,,,
280,2972.95375,,,,52606.1825,,,,1244.89954,,,0.056513391,,,,,
281,5916.689583,,,,53978.94542,,,,775.9600902,,,0.109611063,,,,,
282,5044.74125,,,,54093.89958,,,,1309.432246,,,0.093258968,,,,,
283,4966.419167,,,,54484.41792,,,,966.4476125,,,0.091153019,,,,,
284,6953.097917,,,,54065.72042,,,,1042.864746,,,0.128604555,,,,,
285,5569.839583,,,,48889.73042,,,,940.574066,,,0.113926576,,,,,
286,1452.772917,,,,46520.35375,,,,1087.444861,,,0.031228759,,,,,
287,5895.925,,,,53109.6275,,,,1376.678041,,,0.111014241,,,,,
288,6685.767083,,,,54072.06667,,,,489.3619223,,,0.123645488,,,,,
289,2844.995833,,,,53286.54583,,,,1517.720357,,,0.05339051,,,,,
290,2899.299583,,,,53970.175,,,,1400.710579,,,0.053720404,,,,,
291,3528.819583,,,,53314.23833,,,,1060.825815,,,0.066189065,,,,,
292,3478.273333,,,,49234.1225,,,,1074.182685,,,0.070647615,,,,,
293,4925.928333,,,,48220.6625,,,,1614.515884,,,0.102153892,,,,,
294,3440.284583,,,,54394.50208,,,,1303.277927,,,0.063246917,,,,,
295,1778.693333,,,,55764.28542,,,,386.3920238,,,0.03189664,,,,,
296,2123.175,,,,56313.41667,,,,840.6189798,,,0.037702827,,,,,
297,3361.150833,,,,56872.14208,,,,1054.505517,,,0.059100127,,,,,
298,5949.554583,,,,56169.71833,,,,2538.512811,,,0.105921033,,,,,
